name2	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds
PRXL2B	NM_001195741	chr1	+	2586776	2591468	2586885	2589427	6	2586776,2587090,2587740,2588389,2588956,2589409,	2586948,2587295,2587792,2588453,2589040,2591468,
PRXL2B	NM_152371	chr1	+	2586776	2591468	2586885	2589427	7	2586776,2587090,2587740,2588389,2588549,2588921,2589409,	2586948,2587295,2587792,2588453,2588625,2589040,2591468,
MMEL1	NM_033467	chr1	-	2590639	2633016	2590989	2629484	24	2590639,2591556,2591931,2592654,2592832,2593813,2594384,2594789,2595275,2596008,2596560,2598206,2598653,2603883,2604146,2605557,2606247,2606973,2609338,2609669,2611280,2612126,2629330,2632865,	2591089,2591633,2592027,2592720,2592966,2593933,2594443,2594893,2595359,2596107,2596689,2598300,2598790,2603973,2604281,2605623,2606366,2607069,2609419,2609831,2611340,2612204,2629521,2633016,
TTC34	NM_001242672	chr1	-	2641268	2800868	2641367	2800827	8	2641268,2644263,2645292,2783608,2785818,2787480,2789502,2800043,	2641895,2644478,2645563,2783775,2786023,2787706,2790346,2800868,
ACTRT2	NM_080431	chr1	+	3021466	3022903	3021686	3022820	1	3021466,	3022903,
PRDM16	NM_022114	chr1	+	3069202	3438621	3069259	3433811	17	3069202,3186124,3244086,3385151,3396490,3402790,3404738,3405494,3411383,3414559,3417827,3418666,3425580,3426050,3430871,3431965,3433676,	3069296,3186474,3244137,3385286,3396593,3402998,3404886,3405648,3412800,3414647,3417997,3418744,3425750,3426225,3431108,3432140,3438621,
PRDM16	NM_199454	chr1	+	3069202	3438621	3069259	3433811	17	3069202,3186124,3244086,3385151,3396490,3402790,3404738,3405494,3411383,3414559,3417827,3418666,3425580,3426050,3430871,3431965,3433733,	3069296,3186474,3244137,3385286,3396593,3402998,3404886,3405648,3412800,3414647,3417997,3418744,3425750,3426225,3431108,3432140,3438621,
ARHGEF16	NM_014448	chr1	+	3454664	3481113	3463084	3480587	15	3454664,3463065,3466147,3467167,3468879,3469432,3473077,3473392,3474707,3475969,3477874,3478423,3479516,3479811,3480447,	3454811,3463672,3466193,3467337,3468936,3469593,3473230,3473522,3474782,3476062,3478026,3478612,3479590,3479913,3481113,
MEGF6	NM_001409	chr1	-	3487950	3611508	3490527	3611268	37	3487950,3490911,3492638,3493770,3493995,3494370,3494612,3495889,3496654,3496987,3497232,3498370,3498697,3499137,3499587,3499795,3500632,3500965,3501176,3501795,3505207,3505421,3506107,3507794,3508557,3509074,3509869,3510782,3511549,3512005,3514549,3515401,3524123,3579824,3595337,3602465,3611137,	3490589,3490959,3492767,3493899,3494124,3494499,3494741,3496018,3496783,3497119,3497361,3498499,3498826,3499266,3499716,3499924,3500764,3501094,3501308,3501921,3505342,3505556,3506236,3507923,3508689,3509245,3509992,3510902,3511687,3512128,3514672,3515527,3524246,3579929,3595447,3602600,3611508,
TPRG1L	NM_182752	chr1	+	3625014	3630127	3625072	3628603	5	3625014,3625423,3625712,3627499,3628408,	3625273,3625515,3625889,3627653,3630127,
WRAP73	NM_017818	chr1	-	3630769	3650103	3630974	3649999	12	3630769,3631465,3632212,3633397,3634996,3635159,3635943,3636994,3638749,3646665,3647407,3649930,	3631117,3631657,3632338,3633503,3635074,3635294,3636030,3637098,3638822,3646782,3647560,3650103,
TP73	NM_001204184	chr1	+	3652515	3736201	3682365	3732762	13	3652515,3682332,3683059,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3729999,3730926,3732746,	3652641,3682430,3683180,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3730148,3731065,3736201,
TP73	NM_001204186	chr1	+	3652515	3736201	3682365	3732762	11	3652515,3682332,3683059,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3732746,	3652641,3682430,3683180,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3736201,
TP73	NM_005427	chr1	+	3652515	3736201	3682365	3733079	14	3652515,3682332,3683059,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3729999,3730926,3731462,3732746,	3652641,3682430,3683180,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3730148,3731065,3731556,3736201,
TP73	NM_001204187	chr1	+	3652564	3736201	3682365	3733079	12	3652564,3682332,3683059,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3730926,3732746,	3652641,3682430,3683180,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3731065,3736201,
TP73	NM_001204188	chr1	+	3652564	3736201	3682365	3733079	12	3652564,3682332,3683059,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3731462,3732746,	3652641,3682430,3683180,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3731556,3736201,
TP73	NM_001126240	chr1	+	3690671	3736201	3690905	3733079	12	3690671,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3729999,3730926,3731462,3732746,	3690944,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3730148,3731065,3731556,3736201,
TP73	NM_001126241	chr1	+	3690671	3736201	3690905	3732762	11	3690671,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3729999,3730926,3732746,	3690944,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3730148,3731065,3736201,
TP73	NM_001126242	chr1	+	3690671	3736201	3690905	3731555	11	3690671,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3730926,3731462,3732746,	3690944,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3731065,3731556,3736201,
TP73	NM_001204192	chr1	+	3698045	3736201	3707575	3733079	12	3698045,3707548,3722020,3723353,3727114,3727627,3728128,3729326,3729999,3730926,3731462,3732746,	3698151,3707791,3722207,3723469,3727224,3727770,3728217,3729448,3730148,3731065,3731556,3736201,
CCDC27	NM_152492	chr1	+	3752449	3771645	3752481	3771523	12	3752449,3754117,3755456,3756732,3761280,3762619,3763107,3763705,3766534,3767232,3769782,3771400,	3752799,3754241,3755567,3756890,3761430,3762712,3763474,3763836,3766612,3767445,3769887,3771645,
SMIM1	NM_001288583	chr1	+	3772760	3775982	3775373	3775921	4	3772760,3773062,3775298,3775794,	3772788,3773181,3775483,3775982,
SMIM1	NM_001163724	chr1	+	3772786	3775982	3775373	3775921	4	3772786,3773062,3775298,3775794,	3772841,3773181,3775483,3775982,
LRRC47	NM_020710	chr1	-	3778558	3796498	3781087	3796476	7	3778558,3781511,3782660,3783995,3785086,3786848,3795861,	3781336,3781601,3782763,3784111,3785203,3787310,3796498,
CEP104	NM_014704	chr1	-	3812085	3857211	3815401	3852407	22	3812085,3816279,3823173,3823423,3825757,3826369,3826707,3829265,3829790,3831045,3833861,3834924,3836494,3837291,3838963,3839607,3844906,3845288,3847474,3848607,3852294,3856888,	3815517,3816370,3823241,3823562,3825866,3826436,3826744,3829373,3829997,3831222,3834035,3835092,3836692,3837519,3839119,3839776,3844983,3845351,3847613,3848781,3852421,3857211,
DFFB	NM_001282669	chr1	+	3857266	3885429	3857603	3883741	7	3857266,3858717,3865761,3867973,3869604,3872471,3883506,	3857717,3858866,3866000,3868053,3869775,3872572,3885429,
DFFB	NM_004402	chr1	+	3857475	3885429	3857603	3883741	7	3857475,3858717,3865811,3867973,3869604,3872471,3883506,	3857717,3858844,3866000,3868053,3869775,3872572,3885429,
C1orf174	NM_207356	chr1	-	3889132	3900272	3889959	3900186	4	3889132,3890568,3892882,3900171,	3890073,3891057,3892996,3900272,
AJAP1	NM_001042478	chr1	+	4654608	4777795	4655425	4774499	6	4654608,4711899,4769852,4772279,4774426,4777400,	4655454,4712699,4769940,4772525,4774558,4777795,
AJAP1	NM_018836	chr1	+	4654608	4792522	4655425	4774499	6	4654608,4711899,4769852,4772279,4774426,4782544,	4655454,4712699,4769940,4772525,4774558,4792522,
NPHP4	NM_015102	chr1	-	5862810	5992425	5863264	5986289	30	5862810,5863889,5864337,5865101,5866372,5867029,5867739,5873251,5874470,5874873,5877092,5880113,5887285,5890867,5904616,5905291,5905631,5907114,5909151,5927648,5933146,5947103,5948069,5952699,5961793,5967298,5969086,5978269,5986154,5992243,	5863405,5864033,5864517,5865273,5866458,5867115,5867896,5873335,5874657,5875100,5877298,5880239,5887466,5891028,5904804,5905483,5905783,5907222,5909213,5927787,5933329,5947230,5948251,5952836,5961949,5967363,5969259,5978413,5986327,5992425,
KCNAB2	NM_001199861	chr1	+	5992675	6101180	6040568	6098574	16	5992675,6040516,6041830,6072754,6073732,6082194,6085203,6087466,6089007,6090388,6094399,6095322,6095529,6096635,6097268,6098484,	5992788,6040645,6041872,6072798,6073770,6082274,6085248,6087511,6089051,6090475,6094485,6095443,6095624,6096756,6097357,6101180,
KCNAB2	NM_003636	chr1	+	6026332	6101180	6040568	6098574	16	6026332,6040516,6041830,6072754,6073732,6082194,6085203,6087466,6089007,6090388,6094399,6095322,6095529,6096635,6097268,6098484,	6026445,6040645,6041872,6072798,6073770,6082274,6085248,6087511,6089051,6090475,6094485,6095443,6095624,6096756,6097357,6101180,
KCNAB2	NM_172130	chr1	+	6026332	6101180	6040568	6098574	15	6026332,6040516,6072754,6073732,6082194,6085203,6087466,6089007,6090388,6094399,6095322,6095529,6096635,6097268,6098484,	6026445,6040645,6072798,6073770,6082274,6085248,6087511,6089051,6090475,6094485,6095443,6095624,6096756,6097357,6101180,
KCNAB2	NM_001199860	chr1	+	6034687	6101180	6040568	6098574	16	6034687,6040516,6041830,6072754,6073732,6082194,6085203,6087466,6089007,6090388,6094399,6095322,6095529,6096635,6097268,6098484,	6034794,6040645,6041872,6072798,6073770,6082274,6085248,6087511,6089051,6090475,6094485,6095443,6095624,6096756,6097357,6101180,
KCNAB2	NM_001199862	chr1	+	6045887	6101180	6051536	6098574	16	6045887,6051510,6072754,6073732,6082194,6085203,6087466,6089007,6090388,6091262,6094399,6095322,6095529,6096635,6097268,6098484,	6046183,6051754,6072798,6073770,6082274,6085248,6087511,6089051,6090475,6091307,6094485,6095443,6095624,6096756,6097357,6101180,
KCNAB2	NM_001199863	chr1	+	6045887	6101180	6082194	6098574	14	6045887,6072754,6073732,6082194,6085203,6087466,6089007,6090388,6094399,6095322,6095529,6096635,6097268,6098484,	6046183,6072798,6073770,6082274,6085248,6087511,6089051,6090475,6094485,6095443,6095624,6096756,6097357,6101180,
CHD5	NM_015557	chr1	-	6101786	6180321	6106279	6180023	42	6101786,6106233,6106394,6106615,6109794,6110393,6111774,6112139,6112908,6121104,6121493,6123947,6124516,6125099,6125523,6125765,6126571,6128045,6128498,6128837,6130203,6131630,6134127,6134717,6135229,6136516,6136727,6142127,6142413,6143822,6144023,6146211,6146664,6148853,6149245,6151031,6152411,6154659,6155598,6159335,6168149,6179944,	6105427,6106287,6106509,6106779,6109990,6110526,6111883,6112277,6112998,6121237,6121573,6124107,6124661,6125233,6125612,6125858,6126746,6128218,6128609,6129069,6130328,6131748,6134259,6134859,6135403,6136638,6136865,6142328,6142605,6143931,6144155,6146423,6146871,6149075,6149412,6151155,6152536,6154898,6155717,6159515,6168277,6180321,
RPL22	NM_000983	chr1	-	6185019	6199595	6186671	6199573	4	6185019,6192929,6197651,6199561,	6186816,6193054,6197756,6199595,
RNF207	NM_207396	chr1	+	6206118	6221299	6206535	6219407	18	6206118,6206535,6207378,6208880,6209114,6209267,6209413,6209923,6210222,6210369,6210869,6211020,6211866,6212230,6212681,6213065,6218288,6219235,	6206302,6206726,6207511,6209025,6209196,6209343,6209539,6209970,6210295,6210438,6210938,6211118,6212053,6212416,6212733,6213183,6218369,6221299,
ICMT	NM_012405	chr1	-	6221192	6235964	6225079	6235911	5	6221192,6231901,6233473,6234885,6235716,	6225262,6232119,6233643,6234974,6235964,
HES3	NM_001024598	chr1	+	6244178	6245578	6244365	6245507	4	6244178,6244350,6244547,6245109,	6244241,6244446,6244629,6245578,
GPR153	NM_207370	chr1	-	6247352	6261098	6249337	6254905	6	6247352,6250439,6251337,6253717,6254549,6260824,	6250003,6250624,6251530,6254147,6255014,6261098,
ACOT7	NM_007274	chr1	-	6264271	6393766	6264596	6393399	9	6264271,6281101,6294863,6318491,6327298,6333476,6339432,6349748,6393256,	6264695,6281286,6294980,6318578,6327413,6333568,6339589,6349866,6393766,
ACOT7	NM_181864	chr1	-	6264271	6385768	6264596	6385666	9	6264271,6281101,6294863,6318491,6327298,6333476,6339432,6349748,6385493,	6264695,6281286,6294980,6318578,6327413,6333568,6339589,6349866,6385768,
ACOT7	NM_181865	chr1	-	6264271	6360714	6264596	6360652	9	6264271,6281101,6294863,6318491,6327298,6333476,6339432,6349748,6360569,	6264695,6281286,6294980,6318578,6327413,6333568,6339589,6349866,6360714,
ACOT7	NM_181866	chr1	-	6264271	6358929	6264596	6358845	9	6264271,6281101,6294863,6318491,6327298,6333476,6339432,6349748,6358825,	6264695,6281286,6294980,6318578,6327413,6333568,6339589,6349866,6358929,
HES2	NM_019089	chr1	-	6415233	6419919	6418872	6419820	4	6415233,6419240,6419606,6419775,	6419153,6419340,6419702,6419919,
ESPN	NM_031475	chr1	+	6424775	6460944	6424955	6460146	13	6424775,6428225,6440253,6440625,6440933,6444480,6445663,6448640,6451602,6451832,6457183,6457360,6459998,	6425249,6428419,6440440,6440808,6441065,6444682,6445935,6449091,6451748,6452096,6457263,6457372,6460944,
TNFRSF25	NM_003790	chr1	-	6461153	6466195	6461433	6466107	10	6461153,6461993,6462628,6462862,6463071,6464374,6464551,6465087,6465439,6466068,	6461762,6462174,6462666,6462970,6463127,6464453,6464719,6465222,6465560,6466195,
TNFRSF25	NM_148965	chr1	-	6461153	6466195	6461433	6466107	10	6461153,6461993,6462628,6462862,6463064,6464374,6464551,6465087,6465439,6466068,	6461762,6462174,6462666,6462970,6463147,6464453,6464719,6465222,6465560,6466195,
TNFRSF25	NM_148966	chr1	-	6461153	6466195	6461433	6466107	9	6461153,6461993,6462628,6463071,6464374,6464551,6465087,6465439,6466068,	6461762,6462174,6462663,6463127,6464453,6464719,6465222,6465560,6466195,
TNFRSF25	NM_148967	chr1	-	6461153	6466195	6461433	6466107	9	6461153,6461993,6462628,6462862,6463071,6464374,6464551,6465439,6466068,	6461762,6462174,6462666,6462970,6463127,6464453,6464719,6465560,6466195,
TNFRSF25	NM_148970	chr1	-	6461153	6466195	6461433	6466107	5	6461153,6461993,6462628,6465439,6466068,	6461762,6462174,6462663,6465560,6466195,
PLEKHG5	NM_001042663	chr1	-	6466091	6497444	6467562	6497323	22	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6496492,6497319,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6496569,6497444,
PLEKHG5	NM_001042664	chr1	-	6466091	6490580	6467562	6477571	21	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6490444,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6490580,
PLEKHG5	NM_001042665	chr1	-	6466091	6485954	6467562	6477571	21	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6485835,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6485954,
PLEKHG5	NM_001265592	chr1	-	6466091	6497096	6467562	6497031	22	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6496492,6496958,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6496569,6497096,
PLEKHG5	NM_001265593	chr1	-	6466091	6485469	6467562	6485443	21	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6485323,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6485469,
PLEKHG5	NM_001265594	chr1	-	6466091	6490580	6467842	6477571	22	6466091,6467824,6468098,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6490444,	6467572,6467898,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6490580,
PLEKHG5	NM_020631	chr1	-	6466091	6491667	6467562	6477571	21	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6491636,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6491667,
PLEKHG5	NM_198681	chr1	-	6466091	6520061	6467562	6519511	22	6466091,6467824,6469041,6469334,6469543,6470235,6470505,6470734,6470989,6471487,6471757,6472526,6472985,6473250,6474012,6474450,6475046,6475461,6475930,6477528,6496492,6519444,	6467572,6468586,6469241,6469450,6469676,6470355,6470643,6470884,6471100,6471637,6471808,6472622,6473174,6473454,6474164,6474587,6475138,6475522,6476036,6477658,6496569,6520061,
NOL9	NM_024654	chr1	-	6521346	6554513	6525853	6554502	12	6521346,6526695,6528993,6531967,6532462,6533279,6541829,6544825,6545044,6549570,6550395,6554106,	6526003,6526829,6529171,6532079,6532760,6533441,6541927,6544922,6545180,6549698,6550615,6554513,
TAS1R1	NM_138697	chr1	+	6555306	6579755	6555373	6579584	6	6555306,6570908,6574630,6576414,6576949,6578652,	6555564,6571215,6575392,6576627,6577070,6579755,
TAS1R1	NM_177540	chr1	+	6555306	6579755	6555373	6579584	5	6555306,6570908,6576414,6576949,6578652,	6555564,6571215,6576627,6577070,6579755,
ZBTB48	NM_001278647	chr1	+	6579993	6589280	6580609	6589212	11	6579993,6580540,6582057,6585918,6586694,6587204,6587477,6588059,6588277,6588755,6588915,	6580049,6581299,6582299,6586030,6586787,6587291,6587632,6588196,6588442,6588844,6589280,
ZBTB48	NM_001278648	chr1	+	6579993	6589280	6580609	6589212	11	6579993,6580540,6582057,6585918,6586694,6587204,6587477,6588059,6588277,6588755,6588915,	6580070,6581299,6582299,6586030,6586787,6587291,6587632,6588196,6588442,6588844,6589280,
ZBTB48	NM_005341	chr1	+	6579993	6589280	6580609	6589212	11	6579993,6580540,6582057,6585918,6586694,6587204,6587477,6588059,6588277,6588755,6588915,	6580136,6581299,6582299,6586030,6586787,6587291,6587632,6588196,6588442,6588844,6589280,
KLHL21	NM_014851	chr1	-	6590723	6602869	6593364	6602817	4	6590723,6595484,6599046,6601796,	6593658,6595557,6599452,6602869,
PHF13	NM_153812	chr1	+	6613730	6624030	6614066	6621637	4	6613730,6616756,6619802,6621410,	6614105,6616858,6620337,6624030,
THAP3	NM_001195753	chr1	+	6624864	6633582	6625218	6633077	6	6624864,6625149,6628498,6630287,6632390,6632795,	6624954,6625292,6628691,6630353,6632495,6633582,
THAP3	NM_001195752	chr1	+	6625149	6633582	6625218	6633077	5	6625149,6628498,6630290,6632390,6632795,	6625292,6628691,6630353,6632495,6633582,
THAP3	NM_138350	chr1	+	6625149	6635586	6625218	6634088	5	6625149,6628498,6630287,6632369,6634019,	6625292,6628691,6630353,6632495,6635586,
DNAJC11	NM_018198	chr1	-	6634169	6701816	6635674	6701800	16	6634169,6636116,6637197,6637446,6638294,6639901,6644557,6645040,6645788,6651528,6652828,6653910,6667708,6678393,6680907,6701728,	6635700,6636246,6637340,6637504,6638364,6640057,6644674,6645126,6645978,6651602,6652951,6654039,6667810,6678467,6681037,6701816,
